ID,Type,Name,SKU,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpm_gtin_code,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
,simple,"PTX Superpolish Sleeve  3-1/2"" x 4""",PTX42013N,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">4 Per Pack - PTX SuperPolish Sleeve </span><br /><span style=""font-size: large;"">Revolutionary special fleece produces perfect brilliant, shadow-free mirror finishes on stainless steel and nonferrous metal surfaces using polishing compounds (white and blue) and pink polishing cream. SuperPolish fleece is absorbent, does not smear and saves significant work time. Must be used with the expansion roller.</span>",,,taxable,,1,,,0,0,0.375,,,,1,,,99.2000,PTX ECO Smart > Abrasives,,,http://localhost:8000/wp-content/uploads/2019/10/PTXSuperpolishSleeve3-12x4.jpg,,,,,,,,0,42013N,,,,,,,,,,,,,
,simple,PTX Pre-Polishing Compound White 23oz. Tube,PTX40013,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">PTX Pre-grinding &amp; Polishing Compound </span><br /><span style=""font-size: large;"">Essential for polishing all metals, including stainless steel, aluminum, etc.</span>",,,taxable,,1,,,0,0,1.38,,,,1,,,12.2000,PTX ECO Smart > Accessories,,,http://localhost:8000/wp-content/uploads/2019/10/PTXPre-PolishingCompoundWhite23ozTube.jpg,,,,,,,,0,40013,,,,,,,,,,,,,
,simple,PTX Finishing Compound Blue 23oz. Tube,PTX40014,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">PTX Pre-grinding &amp; Polishing Compound </span><br /><span style=""font-size: large;"">Essential for polishing all metals, including stainless steel, aluminum, etc.</span>",,,taxable,,1,,,0,0,1.38,,,,1,,,12.2000,PTX ECO Smart > Accessories,,,http://localhost:8000/wp-content/uploads/2019/10/PTXFinishingCompoundBlue23ozTube.jpg,,,,,,,,0,40014,,,,,,,,,,,,,
,simple,PTX Polishing Cream 2.2 lb Can Pink,PTX40015,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">PTX Polishing Cream, Pink </span><br /><span style=""font-size: large;"">For finishing. Produces a perfect mirror finish on stainless steel and nonferrous metals when used with the SuperPolish Sleeve.</span>",,,taxable,,1,,,0,0,2.135,,,,1,,,31.5000,PTX ECO Smart > Accessories,,,http://localhost:8000/wp-content/uploads/2019/10/PTXPolishingCream22lbCanPink.jpg,,,,,,,,0,40015,,,,,,,,,,,,,
,simple,PTX Micro-fiber Cloths,PTX40031,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">Microfiber Cloths </span><br /><span style=""font-size: large;"">For pore-deep cleaning and even distribution of maintenance products and polishes. Our microfiber cloths produce a top finish on all materials.</span>",,,taxable,,1,,,0,0,0.0,,,,1,,,75.2000,PTX ECO Smart > Accessories,,,http://localhost:8000/wp-content/uploads/2019/10/PTXMicro-fiberCloths.jpg,,,,,,,,0,40030,,,,,,,,,,,,,
,simple,PTX Brilliance Cream Spray Bottle 17oz.,PTX40040,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">Brilliance-Clean </span><br /><span style=""font-size: large;"">For streak- and residue-free cleaning of all surfaces, including stainless steel, steel, aluminum, brass and copper. Brilliance-Clean is not harmful to plastics, wood or coated surfaces. It removes fingerprints, dust, compound residue, minor oil and grease marks and adhesive residue effortlessly. Evaporates quickly without leaving any residue on the surface.</span>",,,taxable,,1,,,0,0,1.22,,,,1,,,26.6000,PTX ECO Smart > Accessories,,,http://localhost:8000/wp-content/uploads/2019/10/PTXBrillianceCreamSprayBottle17oz.jpg,,,,,,,,0,,,,,,,,,,,,,,
,simple,PTX Grinding Belt Roller with Stainless Steel Flanges,PTX47006,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">PTX Grinding Belt Roller with stainless steel flanges </span><br /><span style=""font-size: large;"">For grinding, fleece, SuperPolish and felt belts. The belt roller is made of wear-resistant soft Vulculan with stainless steel discs on the sides. The surface is grooved to ensure that the abrasive belt does not slip.</span>",,,taxable,,1,,,0,0,0.0,,,,1,,,100.2000,PTX ECO Smart > Accessories,,,http://localhost:8000/wp-content/uploads/2019/10/PTXGrindingBeltRollerwithStainlessSteelFlanges.jpg,,,,,,,,0,47006,,,,,,,,,,,,,
,simple,Tiger Shark Plantex Kangaroo ALU-FIX Oil 1 Pint Spray Bottle,40010,1,0,visible,<p>Manufacturer: CS Unitec</p>,Kangaroo ALU-FIX&reg; OIL <br /> Spray on aluminum workpiece to improve the removal rate and increase abrasive life<br /> Spray Maximized with use of Tiger Shark Wheels,,,taxable,,1,,,0,0,1.125,,,,1,,,20.1000,Abrasive Products > Flap Discs,,,http://localhost:8000/wp-content/uploads/2019/10/TigerSharkPlantexKangarooALU-FIXOil1PintSprayBottle.jpg,,,,,,,,0,40010,,,,,,,,,,,,,
,simple,"PTX Felt Belt 1.2"" x 26"" (Open)",PTX49004,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">PTX Felt Belt (open) Made of merino felt with buttonhole fastening system for polishing work on open and closed pipe constructions and handrails. The polishing belt can be opened and closed as often as necessary. For use with grinding belt rollers and our polishing compounds and creams. Use a separate felt belt for each compound and cream grit. Do not use compounds with different grits on felt. International patent and design protected.</span>",,,taxable,,1,,,0,0,0.08,,,,1,,,12.7500,PTX ECO Smart > Abrasives,,,http://localhost:8000/wp-content/uploads/2019/10/PTXFeltBelt12x26Open.jpg,,,,,,,,0,49004,,,,,,,,,,,,,
,simple,"PTX SuperPolish Belt 1.2"" x 26"" (Closed)",PTX49004N,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<span style=""font-size: large;"">PTX SuperPolish Belt (closed) For a perfect mirror finish on pipe constructions and handrails. SuperPolish is a new, special micro fleece that produces a perfect, brilliant mirror finish on stainless steel and nonferrous metals. Smears and shadows are eliminated when used with our polishing compounds (white and blue) and pink cream. SuperPolish is absorbent and saves lots of work time. For use with grinding belt rollers.</span>",,,taxable,,1,,,0,0,0.08,,,,1,,,11.0500,PTX ECO Smart > Abrasives,,,http://localhost:8000/wp-content/uploads/2019/10/PTXSuperPolishBelt12x26Closed.jpg,,,,,,,,0,49004N,,,,,,,,,,,,,
,simple,"Varilex WSF 1800 Angle Grinder, Basic Machine, 5""",VAR65000A,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<p align=""left""><span style=""font-size: large;"">VARILEX</span></p>
<p align=""left""><span style=""font-size: large;""><span style=""font-family: Helvetica-Condensed;"">&reg; </span><b><i><span style=""font-family: Helvetica-BoldOblique;"">WSF 1800 Speed-controlled Angle Grinder &ndash; </span></i><span style=""font-family: Helvetica-Bold;"">the most powerful speed-controlled angle grinder in its class!</span></b></span></p>
<p><span style=""font-size: large;"">&nbsp;</span></p>
<p><span style=""font-size: large;"">&nbsp;</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; Powerful 15.91 Amp (1710 Watts) motor with dust-protected epoxy coated field</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; Infinitely adjustable variable speed from 2000 to 7600 RPM</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; 110 Volt / 60 Hz standard; 230 Volt / 50 Hz also available</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; Tachogenerator for constant speed even under full load</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; Service cover for fast changing of the carbon brushes</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; Ergonomic, vibration-reducing handgrip</span></p>
<p align=""left""><span style=""font-size: large;"">&bull; Change discs in seconds without tools using the</span></p>
<p align=""left""><span style=""font-size: large;"">5/8""-11 spindle and EASY-LOCK SPEED NUT system</span></p>
<div><span style=""font-size: large;"">&bull; Weighs only 6.2 lbs (2.8 kg)</span></div>
<div><span style=""font-size: large;"">&nbsp;</span></div>
<div>
<p align=""left""><span style=""font-size: large;"">VARILEX</span></p>
<p align=""left""><span style=""font-size: large;""><span style=""font-family: Helvetica-Condensed;"">&reg; </span><b><i><span style=""font-family: Helvetica-BoldOblique;"">WSF 1800 basic machine</span></i></b></span></p>
<p><span style=""font-size: large;"">&nbsp;</span></p>
<p align=""left""><span style=""font-size: large;"">Professional angle grinder with powerful motor (15.91 Amp, 1710 Watts) for hard,</span></p>
<p align=""left""><span style=""font-size: large;"">continuous operation of flap discs, grinding and polishing discs, FIX Hook and Loop system,</span></p>
<p><span style=""font-size: large;"">cleaning discs and more. Includes wheel guard for discs up to 5"" and 1 PLANTEX</span></p>
<p><span style=""font-size: large;""><span style=""font-family: Helvetica;"">&reg; </span><span style=""font-family: Helvetica;"">flap disc (4-1/2"").</span></span></p>
<p>&nbsp;</p>
</div>",,,taxable,,1,,,0,0,9.0,,,,1,,,502.0000,VARILEX WSF 1800 > Tool and Kits,,,http://localhost:8000/wp-content/uploads/2019/10/VarilexWSF1800AngleGrinderBasicMachine5.jpg,,,,,,,,0,65000A,,,,,,,,,,,,,
,simple,Varilex WSF 1800 Starter Kit,VAR80053,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<p><span style=""font-family: arial,helvetica,sans-serif; font-size: large;"">VARILEX&reg; WSF 1800 Starter Kit &ndash;Includes:</span></p>
<div align=""left""><span style=""font-family: arial,helvetica,sans-serif; font-size: large;""><b><b>&nbsp;</b></b><em>1 Angle grinder VARILEX</em><em>&reg; </em><em>WSF 1800, 110 V with 5/8""-11 spindle</em></span></div>
<div align=""left""><span style=""font-family: arial,helvetica,sans-serif; font-size: large;"">&nbsp;</span></div>
<div align=""left""><span style=""font-family: arial,helvetica,sans-serif; font-size: large;""><em>1 Wheel guard for discs up to 5""<br /><br /></em></span></div>
<div align=""left""><span style=""font-family: arial,helvetica,sans-serif; font-size: large;""><em>1 Carrying Case</em></span>
<p align=""left""><em><span style=""font-family: arial,helvetica,sans-serif; font-size: large;"">1 EASY-LOCK SPEED NUT</span><br /><br /><span style=""font-family: arial,helvetica,sans-serif; font-size: large;""><em><em>5&nbsp;PLANTEX</em><em>&reg; 5"" grit 40 </em><br /><br />5&nbsp;PLANTEX</em><em>&reg; 5"" grit 60 </em></span><br /><br /></em></p>
</div>",,,taxable,,1,,,0,0,13.0,,,,1,,,559.0000,VARILEX WSF 1800 > Tool and Kits,,,http://localhost:8000/wp-content/uploads/2019/10/VarilexWSF1800StarterKit.jpg,,,,,,,,0,80053,,,,,,,,,,,,,
,simple,Varilex WSF 1800 FIX Starter Kit,VAR80050U,1,0,visible,<p>Manufacturer: CS Unitec</p>,"<p align=""left""><span style=""font-size: large;"">VARILEX</span></p>
<p align=""left""><span style=""font-size: large;""><span style=""font-family: Helvetica-Condensed;"">&reg;</span><b><i><span style=""font-family: Helvetica-BoldOblique;"">WSF 1800 FIX Starter Kit &ndash; Order no. 80050U $676.00 (A $738.00 value!) </span></i></b></span></p>
<p><span style=""font-size: large;"">&nbsp;&nbsp;</span></p>
<p align=""left""><span style=""font-size: large;"">For all treatments from rough grinding to mirror finish. Disc changing in seconds with the</span></p>
<p align=""left""><span style=""font-size: large;"">patented FIX Hook and Loop system.</span></p>
<p align=""left""><span style=""font-size: large;"">Includes:</span></p>
<p align=""left""><span style=""font-size: large;"">1 Angle grinder VARILEX</span></p>
<p align=""left""><span style=""font-size: large;""><span style=""font-family: Helvetica;"">&reg; </span><span style=""font-family: Helvetica;"">WSF 1800, 110 V with 5/8"" spindle</span></span></p>
<p><span style=""font-size: large;"">&nbsp;</span></p>
<p align=""left""><span style=""font-size: large;"">1 Carrying case 1 FIX backing pad 4-7/16""</span></p>
<p align=""left""><span style=""font-size: large;"">1 Wheel guard for discs up to 5"" </span><br /><br /><span style=""font-size: large;"">3 FIX fleece discs 4-1/2"" coarse, medium, fine</span></p>
<p align=""left""><span style=""font-size: large;"">1 EASY-LOCK SPEED NUT </span><br /><br /><span style=""font-size: large;"">2 FIX FLEECE TOP 4-1/2"" grit 80, 180</span></p>
<p align=""left""><span style=""font-size: large;"">2 FIX flap discs 4-1/2"" grit 40, 60 </span><br /><br /><span style=""font-size: large;"">2 FIX SuperPolish-discs 4-1/2""</span></p>
<p align=""left""><span style=""font-size: large;"">1 FIX clean 4-1/2"" 1 Lime spray can</span></p>
<p><span style=""font-size: large;"">4 FIX zircon discs 4-1/2"" grit 40 - 120 2</span><br /><br /><span style=""font-size: large;""> Mini-polishing pastes, white and blue</span></p>
<p>&nbsp;</p>",,,taxable,,1,,,0,0,15.0,,,,1,,,696.0000,VARILEX WSF 1800 > Tool and Kits,,,http://localhost:8000/wp-content/uploads/2019/10/VarilexWSF1800FIXStarterKit.jpg,,,,,,,,0,80050U,,,,,,,,,,,,,
